"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0903601
","03
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","1
","2
","3
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","3
","9
","3
","1
","
","3
","3
","9
","3
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2691
","U
","3
","11130
","0110
"
"0903601
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","9
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","9
","9
","9
","9
","9
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","1346
","U
","3
","11130
","0110
"
"0903601
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","2
","2
","
","2
","1
","
","2
","4
","
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","2
","1346
","U
","3
","11130
","0110
"
"0903778
","02
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","9
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","2
","2
","
","2
","3
","3
","
","
","
","9
","3
","3
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2638
","U
","3
","11140
","0110
"
"0903778
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","3
","3
","3
","3
","1
","1
","1
","3
","9
","2
","2
","2
","1
","2
","1
","2
","2
","3
","3
","3
","3
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","5276
","U
","3
","11140
","0110
"
"0903778
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","3
","9
","2
","2
","2
","2
","1
","1
","9
","9
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","3
","2
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","2
","3
","
","3
","3
","
","4
","4
","
","4
","4
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","4
","1319
","U
","3
","11140
","0110
"
"0903778
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","1
","2
","1
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","1
","2
","1
","1
","
","
","2
","
","1
","1
","
","
","3
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2638
","U
","3
","11140
","0110
"
"0903816
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","2
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","1
","2
","1
","2
","2
","2
","1
","1
","1
","3
","3
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","3
","3
","2
","2
","
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2673
","U
","2
","11150
","0100
"
"0903816
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","3
","2
","3
","1
","2
","1
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","3
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","2
","2
","1
","2
","
","
","
","
","3
","
","
","
","
","
","4
","
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1336
","U
","2
","11150
","0100
"
"0903816
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","2
","1
","3
","2
","1
","3
","3
","3
","1
","1
","1
","2
","1
","2
","2
","2
","1
","1
","2
","3
","3
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","9
","3
","
","2
","1
","
","9
","3
","
","1
","1
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","1336
","U
","2
","11150
","0100
"
"0903816
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","9
","9
","2
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","2
","3
","3
","2
","
","2
","1
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","4009
","U
","2
","11150
","0100
"
"0903816
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","2
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","2
","
","
","3
","1
","1
","
","
","
","3
","1
","2
","
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","4009
","U
","2
","11150
","0100
"
"0903852
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","3
","1
","2
","2
","2
","2
","3
","1
","2
","3
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","2
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","2
","1
","1
","
","
","1
","
","2
","2
","
","
","2
","
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","3938
","U
","2
","11160
","0100
"
"0903852
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","2
","1
","1
","2
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","2
","2
","1
","1
","
","2
","2
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","4
","5251
","U
","2
","11160
","0100
"
"0903852
","03
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","3
","2
","3
","1
","1
","2
","2
","2
","1
","1
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","9
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","3
","3
","3
","2
","
","
","3
","3
","3
","3
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","3
","6563
","U
","2
","11160
","0100
"
"0903852
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","1
","1
","3
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","2
","1
","1
","1
","
","2
","2
","1
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","3938
","U
","2
","11160
","0100
"
"0903852
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","2
","2
","
","1
","9
","
","2
","2
","
","1
","9
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","4
","1313
","U
","2
","11160
","0100
"
"0903856
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","1
","2
","3
","2
","2
","1
","1
","2
","1
","2
","2
","1
","2
","2
","1
","1
","1
","1
","9
","9
","2
","2
","2
","2
","3
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","2
","2
","2
","1
","
","2
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2438
","U
","2
","11170
","0100
"
"0903856
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","1
","1
","1
","1
","
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","2
","2438
","U
","2
","11170
","0100
"
"0903856
","03
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","3
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","1
","2
","1
","1
","1
","
","2
","1
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","4875
","U
","2
","11170
","0100
"
"0903856
","04
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","4
","2
","1
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","3
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","2
","
","
","1
","2
","1
","
","
","
","2
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","3657
","U
","2
","11170
","0100
"
"0903856
","05
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","1
","-
","5
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","1
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","2
","2
","1
","1
","
","3
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2438
","U
","2
","11170
","0100
"
"0903899
","01
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","2
","3
","3
","3
","
","
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","3975
","U
","2
","11180
","0100
"
"0903899
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","9
","1
","2
","2
","2
","2
","2
","2
","3
","1
","1
","2
","1
","1
","2
","2
","1
","2
","2
","2
","3
","2
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","3
","2
","1
","1
","
","2
","2
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1325
","U
","2
","11180
","0100
"
"0903899
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","2
","3
","2
","3
","1
","1
","2
","2
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","2
","1
","2
","1
","1
","
","
","3
","
","2
","1
","
","
","3
","
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","0
","4
","1325
","U
","2
","11180
","0100
"
"0903899
","05
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","1
","3
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","9
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","3
","9
","2
","1
","
","3
","3
","9
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","3
","5299
","U
","2
","11180
","0100
"
"0903936
","01
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","3
","1
","1
","2
","2
","2
","2
","2
","2
","4
","2
","2
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","3
","1
","2
","2
","1
","1
","
","3
","
","
","2
","1
","
","2
","
","
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","4
","2455
","U
","3
","11190
","0110
"
"0903936
","02
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","1
","2
","1
","1
","3
","1
","1
","1
","1
","2
","1
","2
","1
","4
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","1
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","2
","3
","2
","1
","
","
","1
","3
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","4910
","U
","3
","11190
","0110
"
"0903936
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","2
","2
","4
","1
","1
","1
","2
","2
","1
","2
","2
","1
","1
","2
","1
","2
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","4
","1
","2
","1
","1
","
","4
","3
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","4
","2455
","U
","3
","11190
","0110
"
"0903936
","04
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","1
","1
","1
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","4
","2
","1
","1
","1
","
","2
","2
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","2
","2455
","U
","3
","11190
","0110
"
"0903936
","05
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","9
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","3
","2
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","2
","9
","3
","1
","
","2
","3
","9
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","2455
","U
","3
","11190
","0110
"
"0903939
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","1
","1
","1
","
","9
","
","2
","2
","1
","
","1
","
","1
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1535
","U
","2
","11200
","0100
"
