"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","BP4_2","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"2502951.0094.01","2502951.0094.01.01","2502951","01","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","1","27","2","1","2","2","3","1","1","2","2","1","2","2","1","3","2","2","1","2","2","1","2","2","1","1","1","1","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","4","3","4","2","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3","1","3","3","4","1","966","1932","U","2","04471","0244"
"2502952.0012.54","2502952.0012.54.02","2502952","54","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","35","2","1","3","2","3","1","2","2","2","1","1","2","2","1","2","2","2","2","2","1","9","2","1","3","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","2","2","2","2","2","2","2","1","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","1","2","2","2","1","996","1992","U","2","04472","0244"
"2502952.0015.53","2502952.0015.53.01","2502952","53","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","57","2","1","3","2","3","3","3","3","3","3","1","2","3","1","2","1","9","9","1","1","2","9","3","3","1","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","2","1","2","2","","","","","","","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","2","2","2","2","2","2","996","996","U","2","04472","0244"
"2502952.0047.51","2502952.0047.51.01","2502952","51","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","39","2","1","2","2","3","2","2","2","2","2","2","3","3","3","2","1","2","1","1","1","2","2","1","1","1","1","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","1","1","2","1","","","4","4","3","2","1","1","","","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","0","0","1","1","1","1","1","0","0","0","4","2","4","4","4","2","996","996","U","2","04472","0244"
"2502952.0070.52","2502952.0070.52.01","2502952","52","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","1","34","2","1","2","2","3","2","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","4","4","2","3","1","1","1","1","2","2","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","2","1","2","2","3","2","996","1992","U","2","04472","0244"
"2502952.0103.55","2502952.0103.55.03","2502952","55","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","41","2","2","3","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","2","3","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","2","2","2","996","3985","U","2","04472","0244"
"2502961.0002.51","2502961.0002.51.01","2502961","51","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","1","-","5","1","45","2","1","1","2","3","2","2","2","2","3","2","3","2","3","2","2","2","2","2","2","2","2","2","1","1","1","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","2","1","3","3","3","3","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","3","2","2","3","3","2","276","552","U","2","04473","0244"
"2502961.0031.54","2502961.0031.54.02","2502961","54","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","5","2","39","2","1","1","2","3","1","2","1","2","1","1","2","3","3","2","2","2","2","2","1","2","2","1","1","1","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","1","2","2","2","2","276","828","U","2","04473","0244"
"2502961.0041.55","2502961.0041.55.01","2502961","55","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","5","1","42","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","1","2","2","1","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","4","4","4","4","1","1","1","1","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","3","2","2","4","4","2","276","552","U","2","04473","0244"
"2502997.0011.51","2502997.0011.51.02","2502997","51","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","55","2","1","3","2","3","2","2","2","2","2","2","2","2","3","1","2","2","2","2","1","2","2","1","1","1","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","4","3","3","3","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","0","3","1","3","3","2","2","1066","3198","U","3","04474","0243"
"2502997.0059.52","2502997.0059.52.02","2502997","52","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","2","-","4","2","70","2","2","3","2","3","2","2","2","2","2","2","2","2","4","2","2","2","2","2","1","2","2","2","1","1","1","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2","2","1","1","2","1","","","","","3","2","3","2","","","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","3","1","2","2","1","2","1066","2132","U","3","04474","0243"
"2502997.0076.55","2502997.0076.55.01","2502997","55","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","2","49","2","1","1","2","1","2","2","2","2","3","2","2","2","3","1","1","1","2","2","1","2","2","1","1","1","3","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","1","2","2","4","2","1066","2132","U","3","04474","0243"
"2502997.0121.54","2502997.0121.54.01","2502997","54","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","1","61","2","1","3","1","3","1","2","3","2","1","1","3","1","4","2","2","2","2","2","2","9","2","1","3","2","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","2","1","1","3","3","2","1066","1066","U","3","04474","0243"
"2503021.0006.04","2503021.0006.04.02","2503021","04","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","2","2","41","1","1","1","2","3","1","3","1","1","1","2","1","3","3","2","1","2","2","1","2","1","1","1","2","2","2","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","4","4","9","3","2","2","2","1","3","9","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","4","2","2","4","4","2","1028","2055","U","3","04475","0243"
"2503021.0036.03","2503021.0036.03.01","2503021","03","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","2","2","54","2","1","3","2","3","2","2","2","3","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","3","2","2","2","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","2","2","2","2","1028","5139","U","3","04475","0243"
"2503021.0065.05","2503021.0065.05.01","2503021","05","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","2","2","41","2","1","2","2","3","2","2","2","2","2","2","2","2","1","2","1","1","1","2","1","2","2","1","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","1","2","1","2","1","2","1","2","","","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","2","2","2","2","2","1","1028","2055","U","3","04475","0243"
"2503021.0096.01","2503021.0096.01.02","2503021","01","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","1","-","2","2","40","2","2","3","2","3","1","1","2","2","1","2","1","1","3","2","1","1","2","1","1","1","1","2","1","1","1","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","1","2","2","2","1","1028","4111","U","3","04475","0243"
"2503021.0126.02","2503021.0126.02.01","2503021","02","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","2","1","79","1","1","3","1","3","1","1","3","3","1","1","3","3","3","2","2","2","1","2","1","2","2","3","2","2","3","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","2","2","1","1","1","2","2","1","2","","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","2","2","2","2","1028","3083","U","3","04475","0243"
"2503025.0017.01","2503025.0017.01.01","2503025","01","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","44","1","1","1","1","3","1","1","1","1","3","1","1","3","2","2","2","2","2","9","2","2","2","2","2","2","2","3","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","1","2","1","3","2","3","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","2","2","2","2","816","3265","U","2","04476","0244"
"2503025.0081.05","2503025.0081.05.01","2503025","05","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","2","56","2","1","1","2","3","2","2","2","2","1","2","2","3","3","2","2","2","2","2","1","2","2","2","2","2","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","2","2","2","3","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","3","2","3","4","2","2","816","2449","U","2","04476","0244"
"2503025.0093.03","2503025.0093.03.03","2503025","03","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","1","-","3","2","25","2","1","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","2","1","2","2","1","1","1","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","2","1","2","2","","","","","","","3","3","","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","1","4","4","4","2","816","2449","U","2","04476","0244"
"2503025.0120.04","2503025.0120.04.04","2503025","04","04","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","21","2","1","1","2","1","1","1","2","2","2","1","2","1","3","2","2","2","2","1","2","2","2","2","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","3","2","3","3","4","2","816","3265","U","2","04476","0244"
"2503025.0125.02","2503025.0125.02.01","2503025","02","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","41","1","1","1","1","3","3","3","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","1","1","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2","1","1","1","2","1","","","2","3","2","3","1","2","","","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","3","2","9","3","2","2","816","1632","U","2","04476","0244"
"2503039.0021.51","2503039.0021.51.01","2503039","51","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","1","-","5","2","65","2","1","1","2","3","2","1","3","3","3","2","2","2","1","2","1","2","2","2","2","9","9","1","2","1","3","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","2","1","1","2","1","4","4","","","2","3","2","3","","","2","3","1","1","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","4","4","4","2","842","1685","U","4","04477","0242"
"2503039.0044.52","2503039.0044.52.03","2503039","52","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","5","2","52","2","2","3","2","3","2","2","3","3","3","2","2","3","4","1","1","2","1","2","1","2","2","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","2","2","","","","","","","9","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","4","2","4","4","4","2","842","2527","U","4","04477","0242"
"2503039.0089.53","2503039.0089.53.02","2503039","53","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","5","2","55","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","9","1","9","9","1","1","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","2","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","3","2","2","2","3","2","842","3370","U","4","04477","0242"
"2503039.0100.55","2503039.0100.55.02","2503039","55","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","5","2","51","2","1","2","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","9","1","2","2","1","1","1","2","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","2","2","2","3","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","0","4","1","3","4","4","2","842","2527","U","4","04477","0242"
"2503048.0001.04","2503048.0001.04.03","2503048","04","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","2","21","2","1","3","2","1","2","2","2","2","2","2","2","2","3","1","2","1","2","2","1","2","2","1","1","1","1","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","2","1","3","4","3","4","3","4","3","4","","","4","4","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","3","2","4","4","3","2","1014","4054","U","4","04478","0242"
"2503048.0029.05","2503048.0029.05.03","2503048","05","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","2","18","2","1","3","1","1","1","1","1","1","3","1","2","1","3","2","2","2","2","2","2","2","2","2","1","2","1","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","2","1","3","3","2","2","1","2","2","3","","","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","3","1","2","2","3","2","1014","3041","U","4","04478","0242"
"2503048.0057.02","2503048.0057.02.01","2503048","02","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","2","59","2","2","2","2","3","2","2","2","2","3","2","3","2","1","2","2","1","1","2","1","2","2","1","1","1","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","9","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","1","2","3","2","2","1014","3041","U","4","04478","0242"
"2503048.0080.01","2503048.0080.01.04","2503048","01","04","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","2","24","2","1","3","2","1","2","1","1","2","3","2","2","1","3","1","1","1","1","2","1","2","2","1","1","2","1","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","2","1","1","1","2","1","","","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","2","2","2","2","2","2","1014","4054","U","4","04478","0242"
"2503048.0111.03","2503048.0111.03.01","2503048","03","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","1","67","2","1","1","2","3","2","2","2","2","3","2","1","2","1","2","2","2","2","2","1","2","2","1","1","1","3","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","1","4","3","3","2","2","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","2","1","2","2","2","2","1014","2027","U","4","04478","0242"
"2503051.0010.03","2503051.0010.03.01","2503051","03","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","69","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","3","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","1","2","2","2","470","939","U","3","04479","0243"
"2503051.0018.01","2503051.0018.01.01","2503051","01","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","2","72","2","2","3","2","3","2","2","2","2","3","2","3","3","4","2","2","2","2","2","1","2","2","1","1","1","3","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","1","2","2","2","1","","","4","4","","","","","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","4","2","3","4","4","2","470","470","U","3","04479","0243"
"2503051.0027.02","2503051.0027.02.01","2503051","02","01","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","59","2","1","1","2","3","2","1","1","2","1","2","2","2","3","2","2","1","2","2","1","2","2","2","1","1","3","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","2","2","3","4","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","0","0","3","1","1","3","4","2","470","470","U","3","04479","0243"
"2503051.0043.05","2503051.0043.05.03","2503051","05","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","2","26","2","2","3","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","4","4","4","4","3","2","2","2","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","4","2","4","4","4","2","470","2348","U","3","04479","0243"
"2503051.0059.04","2503051.0059.04.03","2503051","04","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","3","1","20","1","1","1","2","1","1","1","1","1","1","1","1","1","3","2","2","2","2","2","1","2","2","1","2","2","1","2","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","2","2","2","3","1","1","1","3","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","2","1","3","2","4","2","470","1409","U","3","04479","0243"
"2503083.0002.51","2503083.0002.51.03","2503083","51","03","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","1","26","2","1","1","2","3","1","3","2","2","3","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","4","2","4","2","2","2","2","2","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","2","2","2","4","2","2","944","3776","U","4","04480","0242"
"2503083.0025.52","2503083.0025.52.02","2503083","52","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","1","75","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","2","2","2","2","1","2","2","2","2","1","2","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","2","2","1","2","1","2","1","1","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","2","944","1888","U","4","04480","0242"
"2503083.0108.55","2503083.0108.55.02","2503083","55","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","4","1","43","2","1","1","2","3","1","1","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","3","3","3","3","2","3","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","3","1","2","3","3","2","944","1888","U","4","04480","0242"
"2503166.0014.01","2503166.0014.01.02","2503166","01","02","250060001","25","SINALOA","006","CULIACAN","0001","40","CULIACAN ROSALES","0126","01","0","0","-","1","1","35","2","2","1","2","3","1","1","2","2","3","2","2","2","3","1","1","2","1","1","1","2","2","2","1","1","1","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","2","1","3","3","3","3","3","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","2","2","2","2","974","1949","U","4","04481","0242"
