"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0100259.0099.01","0100259.0099.01.03","0100259","01","03","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","1","2","19","2","1","1","2","1","2","1","1","2","2","1","2","2","2","1","1","2","1","1","2","2","1","1","1","1","2","3","2","1","2","2","2","1","2","1","2","1","1","1","2","2","","","3","2","1","1","1","1","","","","","1","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","3","2","2","","1","2","1","2","2","1","2","2","2","2","2","1126","3377","U","3","00028","0022"
"0100259.0122.02","0100259.0122.02.01","0100259","02","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","1","1","54","1","1","1","1","3","3","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","3","3","2","2","2","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","1126","2251","U","3","00028","0022"
"0100275.0059.02","0100275.0059.02.01","0100275","02","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","2","1","21","2","2","1","2","3","1","1","1","2","2","1","2","2","4","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","4","4","2","3","2","2","1","1","","","","","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","4","1","2","","1","2","2","2","2","2","2","2","2","2","2","1149","1149","U","2","00014","0001"
"0100275.0093.03","0100275.0093.03.01","0100275","03","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","2","1","33","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1149","2298","U","2","00014","0001"
"0100275.0153.01","0100275.0153.01.02","0100275","01","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","2","1","34","1","1","1","1","3","1","1","1","1","2","3","1","1","1","2","1","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","2","1","1","1","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1149","3447","U","2","00014","0001"
"0100295.0029.52","0100295.0029.52.01","0100295","52","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","1","32","1","1","1","1","3","1","1","1","1","1","1","2","1","2","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1524","3048","U","2","00001","0001"
"0100295.0074.53","0100295.0074.53.02","0100295","53","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","1","1","-","4","1","47","1","1","1","2","3","2","1","1","2","2","1","2","2","4","2","2","2","1","1","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","4","4","2","2","4","3","2","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3","2","2","","1","2","2","2","2","2","2","2","2","2","2","1524","3048","U","2","00001","0001"
"0100295.0145.51","0100295.0145.51.01","0100295","51","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","40","1","1","1","2","3","2","1","2","2","1","1","1","1","2","1","1","1","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","2","2","2","2","2","2","2","","","","","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","3","1","1","2","2","","2","2","2","2","2","2","2","2","2","1524","1524","U","2","00001","0001"
"0100295.0206.54","0100295.0206.54.01","0100295","54","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","34","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","1524","1524","U","2","00001","0001"
"0100295.0265.55","0100295.0265.55.01","0100295","55","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","55","2","1","1","1","3","1","1","3","3","1","1","3","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","","","","","1","1","1","1","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1524","1524","U","2","00001","0001"
"0100300.0036.55","0100300.0036.55.03","0100300","55","03","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","5","1","21","1","1","1","1","3","1","1","2","2","1","1","2","2","2","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","1","1","1","1","2","2","2","2","2","3","2","2","1","1","","","","","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","0","2","2","2","","2","","1","2","2","2","2","2","2","2","2","1102","4408","U","2","00017","0001"
"0100300.0071.54","0100300.0071.54.02","0100300","54","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","1","-","5","2","41","1","1","1","1","3","1","1","1","3","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","2","1","1","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1102","3306","U","2","00017","0001"
"0100300.0108.52","0100300.0108.52.02","0100300","52","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","1","-","5","2","46","1","2","3","2","3","2","3","2","2","2","2","2","2","4","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","3","3","3","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1102","3306","U","2","00017","0001"
"0100300.0136.53","0100300.0136.53.01","0100300","53","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","5","2","54","2","1","1","1","3","1","3","3","3","3","1","1","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1102","2204","U","2","00017","0001"
"0100395.0025.01","0100395.0025.01.01","0100395","01","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","2","1","41","2","1","1","1","3","3","1","1","1","3","1","3","3","3","2","1","2","2","2","2","2","2","2","3","3","3","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","4","2","3","2","9","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1201","2402","U","2","00008","0001"
"0100395.0073.02","0100395.0073.02.02","0100395","02","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","2","2","43","2","2","3","2","3","2","2","3","3","2","2","2","3","4","1","1","1","1","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","4","4","2","4","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1201","2402","U","2","00008","0001"
"0100395.0074.04","0100395.0074.04.02","0100395","04","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","1","-","2","2","33","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","2","2","2","2","2","3","2","3","1","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","1201","2402","U","2","00008","0001"
"0100395.0105.05","0100395.0105.05.05","0100395","05","05","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","1","-","2","2","73","1","1","3","2","3","2","2","1","1","3","1","2","2","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","2","2","","2","","2","2","2","2","2","2","2","2","2","1201","4803","U","2","00008","0001"
"0100417.0020.51","0100417.0020.51.01","0100417","51","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","1","48","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","2","","2","","2","2","2","2","2","2","2","2","2","1074","3221","U","2","00020","0001"
"0100417.0045.52","0100417.0045.52.02","0100417","52","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","30","2","1","1","2","3","1","1","2","1","1","2","2","1","3","1","1","1","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","1","","","","","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","2","1","1","1","2","","1","2","2","2","2","2","2","2","2","1074","2147","U","2","00020","0001"
"0100417.0070.53","0100417.0070.53.01","0100417","53","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","34","2","1","1","2","3","2","2","2","2","2","2","2","1","3","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","1","1","2","2","","1","2","2","2","2","2","2","2","2","1074","1074","U","2","00020","0001"
"0100417.0094.54","0100417.0094.54.01","0100417","54","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","2","-","4","1","55","2","1","1","2","3","1","1","2","2","1","1","2","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","2","1","1","1","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1074","2147","U","2","00020","0001"
"0100417.0116.55","0100417.0116.55.03","0100417","55","03","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","4","2","23","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1074","4294","U","2","00020","0001"
"0100461.0035.02","0100461.0035.02.03","0100461","02","03","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","1","1","27","1","1","1","2","3","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","3","2","2","1","2","1","2","1","1","2","1","1","1","1","2","1","3","4","2","3","2","2","1","1","","","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","0","1","1","1","1","1","0","0","0","3","1","2","","1","1","1","2","1","2","2","2","2","1","2","1105","3314","U","4","00057","0043"
"0100461.0092.04","0100461.0092.04.01","0100461","04","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","1","2","31","2","1","1","2","3","2","2","2","2","3","2","2","2","4","1","1","1","1","1","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","2","2","2","2","2","2","3","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","3","1","2","","1","2","1","2","2","2","2","2","2","1","2","1105","2210","U","4","00057","0043"
"0100461.0124.05","0100461.0124.05.02","0100461","05","02","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","1","2","70","1","1","3","1","3","1","1","1","1","3","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","2","1","1","2","1","9","9","","","2","2","2","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","2","1","2","","1","2","2","2","2","2","2","2","2","2","2","1105","3314","U","4","00057","0043"
"0100480.0030.51","0100480.0030.51.01","0100480","51","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","5","1","41","1","1","1","1","3","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","","","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1249","2499","U","4","00043","0043"
"0100480.0059.52","0100480.0059.52.03","0100480","52","03","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","5","2","37","2","1","1","2","1","2","2","2","2","3","2","2","2","4","2","2","1","2","2","1","2","2","1","1","2","3","2","2","2","2","2","1","1","2","2","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","3","1","1","2","2","","1","2","2","2","2","2","2","2","2","1249","3748","U","4","00043","0043"
"0100480.0114.55","0100480.0114.55.01","0100480","55","01","010010001","01","AGUASCALIENTES","001","AGUASCALIENTES","0001","01","AGUASCALIENTES","0425","01","0","0","-","5","1","26","1","1","1","1","3","1","1","1","2","3","1","2","1","2","1","2","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","0","0","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","1249","1249","U","4","00043","0043"
